tier,site_name,author,city,state,region,operator,best_contact,contact_email,phone,contact_url,online_store,wholesale_notes,fit_notes,melville_line_fits,status,outreach_status,notes
C,John G. Neihardt State Historic Site / Neihardt Center,John G. Neihardt (Black Elk Speaks),Bancroft,NE,Midwest,John G. Neihardt Foundation (with History Nebraska),neihardtsite@gmail.com (shown on site; the supplied neihardt@gpcom.net no longer appears),neihardtsite@gmail.com,402-648-3388 / 888-777-4667,https://www.neihardtcenter.org/plan-visit,,Active site selling apparel and cards already. Run by the John G. Neihardt Foundation as an affiliate of the Nebraska State Historical Society — small volunteer-scale buying.,Small rural site but Black Elk Speaks has enduring national readership and there is almost no Neihardt merchandise anywhere; direct email to the foundation makes outreach easy. Expect modest order sizes.,,open,,
C,Mari Sandoz High Plains Heritage Center,Mari Sandoz,Chadron,NE,Midwest,Chadron State College with the Mari Sandoz Heritage Society,Email sandozcenter@csc.edu (verified on site),sandozcenter@csc.edu,308-432-6401,https://sandozcenter.com/,,Open weekdays 8-noon/1-4 (closed weekends) — a Chadron State College academic center with the Sandoz Heritage Society. Gift shop/bookstore not confirmed on site; weekday-only campus hours mean low retail traffic. Confirm shop before pitching.,Free college-run center open weekdays; steady if modest academic and heritage traffic in the Nebraska panhandle near Fort Robinson tourism. Small-shop economics but an easy institutional buyer.,,open,,
C,Harriet Beecher Stowe House,Harriet Beecher Stowe,Cincinnati,OH,Midwest,Friends of Harriet Beecher Stowe House (Ohio History Connection site),friends@stowehousecincy.org,friends@stowehousecincy.org,513.751.0651 (or 800.847.6075),https://stowehousecincy.org/,https://stowehousecincy.org/shop.html,Buying is done by the Friends of Harriet Beecher Stowe House (volunteer friends group; the property is an Ohio History Connection site). Open Thu-Sat 10-4. Shop page live on their site.,"Professionally run house museum with a live e-commerce store, open four days a week year-round; Stowe is a nationally taught author, so a well-designed Stowe tee/tote has classroom and tourist appeal.",,open,,
C,Malabar Farm State Park,Louis Bromfield,Lucas,OH,Midwest,Ohio Department of Natural Resources with Malabar Farm Foundation,"Email Info@malabarfarm.org — the Malabar Farm Foundation runs the gift shop, not ODNR (verified on malabarfarm.org)",Info@malabarfarm.org,419-892-2784,https://malabarfarm.org/,https://malabar-farm-foundation-gift-shop.myshopify.com,"Gift shop buying is done by the nonprofit Malabar Farm Foundation (they even run a Shopify store); the state (ODNR, malabar.farm.parks@dnr.state.oh.us) runs the park itself. Pitch the Foundation.","High-traffic state park (also a Shawshank Trail stop) with a genuine retail operation open 9-5 year-round; Bromfield author merch sits alongside Ohio-made goods, so a literary tee/tote line matches their buying pattern.",,open,,
C,National Road & Zane Grey Museum,Zane Grey,Norwich,OH,Midwest,Ohio History Connection,Email information.maem@gmail.com (verified on site — the local Museum Association of East Muskingum manages the site for Ohio History Connection),information.maem@gmail.com,740-826-3305,https://www.nationalroadandzanegreymuseum.org/,,"Seasonal: open May-Oct, Wed-Sat 10-4 / Sun 1-4 (closed Nov-Apr). Gift shop not confirmed on the site — ask when emailing. Day-to-day buying appears local (MAEM), not Ohio History Connection central.","Seasonal (May-Oct) roadside museum on I-70 with a devoted western-fiction fanbase; retail is modest and value-priced, so best pitched with a small-minimum wholesale tier.",,open,,
C,Paul Laurence Dunbar House Historic Site,Paul Laurence Dunbar,Dayton,OH,Midwest,Dayton History (for Ohio History Connection); part of NPS Dayton Aviation Heritage National Historical Park,"Phone 937-345-0433 (site), asking who buys for site retail; no email published on the OHC site page",,937-345-0433 / 800-860-0148,https://www.ohiohistory.org/visit/browse-historical-sites/paul-laurence-dunbar-house/,,"Open Fri–Sun 10–4, free admission, on-site visitor center but no gift shop mentioned. Managed by Dayton History on behalf of Ohio History Connection within NPS Dayton Aviation Heritage NHP — any retail buying would run through Dayton History's retail operation, not NPS.","Free-admission site inside an NPS park (Dayton History is the operating buyer here, not a park cooperating association), and Dunbar merchandise is a genuinely underserved niche. Caveat: house tours are paused during a Save America's Treasures renovation, so confirm the visitor center shop is trading before pitching.",,open,,
C,Thurber House,James Thurber,Columbus,OH,Midwest,"Thurber House, Inc. (nonprofit literary center)",Email thurberhouse@thurberhouse.org (verified on site),thurberhouse@thurberhouse.org,(614) 464-1032,https://www.thurberhouse.org/,,"Nonprofit literary center; museum open weekends 1-4pm only, offices weekdays. Has an online store and event-based bookstore sales, but retail is a small sideline. New Executive Director (Barbara Fant) arriving Sept 2026 — timing a pitch after that may help.","Active year-round literary center with author events, writing camps and residencies, so it draws a book-buying audience beyond house-tour traffic; a humor/author tee line fits their playful Thurber-dog brand. Small but professionally staffed nonprofit.",,open,,
C,Laura Ingalls Wilder Museum & Birthplace,Laura Ingalls Wilder,Pepin,WI,Midwest,Laura Ingalls Wilder Memorial Society of Pepin,Contact form at lauraingallspepin.com/contact/ or call (715) 513-9115 (no email published),,(715) 513-9115,https://www.lauraingallspepin.com/contact/,,"Run by the Laura Ingalls Wilder Memorial Society of Pepin (volunteer); open mid-May through late October. On-site gift store ('Laura's Store') sells books, clothing and crafts — clothing already in the mix. Seasonal buying window: pitch late winter/spring.","Wilder's actual birthplace town on the scenic Great River Road; shop already sells T-shirts and apparel, so an author tee line is an established category. Seasonal but open seven days a week in season.",,open,,
C,Monte Cristo Cottage (Eugene O'Neill Theater Center) — Gene's General Store,Eugene O'Neill,New London,CT,New England,Eugene O'Neill Theater Center,"theaterlives@theoneill.org (verified on theoneill.org), reference Gene's General Store",theaterlives@theoneill.org,860-443-5378,https://www.theoneill.org/monte-cristo-cottage,https://genesgeneralstore.org/,"O'Neill Theater Center fully active (2026 summer season posted); Gene's General Store confirmed selling apparel/merch online and on the Waterford campus; Monte Cristo Cottage tours are seasonal. Buying by the Eugene O'Neill Theater Center (professional nonprofit, small store).","O'Neill's boyhood home (setting of Long Day's Journey Into Night) gives seasonal public tours, and the Tony Award-winning Theater Center already sells its own apparel line — a professional buyer that could add O'Neill author tees for cottage visitors and its national theater audience. Tour volume itself is modest (every other Saturday, May–Oct).",,open,,
C,Noah Webster House & West Hartford Historical Society,Noah Webster,West Hartford,CT,New England,Noah Webster House & West Hartford Historical Society,events@noahwebsterhouse.org (no shop-specific email published; departmental emails listed on contact page),events@noahwebsterhouse.org,860.521.5362,https://noahwebsterhouse.org/contact/,https://thewesthartfordgiftshop.myshopify.com,"Shop is branded 'The West Hartford Gift Shop' (Shopify), run by the historical society itself. Open summer hours Mon-Sat 10-2. Dictionary/word-nerd product fit. Buying done by society staff — small professional staff, not a dedicated retail manager.","Birthplace of America's dictionary maker — 'word nerd' merchandise is the shop's stated identity, which maps perfectly onto literary tees and totes; the museum runs its own Shopify storefront, showing real retail commitment at a small-museum scale.",,open,,
C,John Greenleaf Whittier Birthplace,John Greenleaf Whittier,Haverhill,MA,New England,Trustees of the John Greenleaf Whittier Homestead,Contact form at johngreenleafwhittier.com/contact_general.htm (email on page is script-protected/unreadable); or call (978) 373-3979,,(978) 373-3979,https://johngreenleafwhittier.com/contact_general.htm,,"Volunteer trustees; curator Augustine J. Reusch Jr. is the named contact. Gift shop confirmed (books, pamphlets, English china, postcards) plus a satellite shop at Haverhill Public Library. Online ordering currently offline 'while a new shop is created' — small operation.","Small volunteer-scale historic site (the 'Snow-Bound' homestead) with a genuine but modest gift shop whose online ordering is currently offline — low volume, but they would likely welcome fresh Whittier merchandise since little exists.",,open,,
C,Ralph Waldo Emerson House,Ralph Waldo Emerson,Concord,MA,New England,Ralph Waldo Emerson Memorial Association,hello@rwema.org (general inquiries; visit@rwema.org is for tour bookings only),hello@rwema.org,978-369-2236 (seasonal),https://rwema.org/visit-the-emerson-house,,"Seasonal house museum (late April–Oct), run by the small RW Emerson Memorial Association. No gift shop mentioned anywhere on rwema.org — weak wholesale prospect.","Small, seasonal (late April-October), family-association-run house on the Concord literary trail — modest volume but a pure single-author profile identical to Arrowhead; Emerson quote merchandise has broad appeal.",,open,,
C,Rachel Carson National Wildlife Refuge / Rachel Carson Center for People and Nature,Rachel Carson,Wells (center at Kennebunk),ME,New England,U.S. Fish & Wildlife Service; store run by Friends of Rachel Carson National Wildlife Refuge,friendsofrachelcarsonnwr@gmail.com (verified on Friends website),friendsofrachelcarsonnwr@gmail.com,,https://www.friendsofrachelcarsonnwr.org/,,"Refuge is USFWS-run; any retail buying is by the volunteer Friends of Rachel Carson NWR (the cooperating association). New Rachel Carson Center opened April 2026 and Friends group is active, but no store is confirmed on their website — ask the Friends directly whether the new Center has a nature store.",Brand-new (opened May 2026) visitor center in a heavy beach-tourism corridor whose Friends group is actively stocking a first-time store around one author — a rare ground-floor opportunity for a Silent Spring / Carson nature-literature design line.,,open,,
C,Sarah Orne Jewett House Museum and Visitor Center,Sarah Orne Jewett,South Berwick,ME,New England,Historic New England,"Phone (207) 384-2454; historicnewengland.org blocks automated checks, so confirm shop by phone",,(207) 384-2454,https://www.historicnewengland.org/property/sarah-orne-jewett-house-museum-and-visitor-center/,,"Seasonal house museum (June 1-Oct 15, Fri-Sun, tours hourly, $5). Operated by Historic New England, which centralizes retail across ~38 properties — a wholesale pitch would likely go to Historic New England's institutional retail team in Boston, not the site. Visitor center shows local artists' work. No on-site shop confirmed.","Seasonal (June-October, Fri-Sun) and low-volume on its own, but the operator is Historic New England — a professional 38-property steward whose retail buying could extend one wholesale relationship across multiple author-related properties.",,open,,
C,Robert Frost Farm State Historic Site,Robert Frost,Derry,NH,New England,New Hampshire State Parks with the Robert Frost Farm Trustees,Trustees' contact form at robertfrostfarm.org/contact; call (603) 432-3091 for the site,,(603) 432-3091,https://www.robertfrostfarm.org/contact,,Open seasonally May-October (in season now). Split operation: NH State Parks runs visitor services; the volunteer Robert Frost Farm Trustees run programs. No gift shop mentioned anywhere on the site — confirm a shop exists and whether the state or the Trustees do the buying before pitching.,"Frost's home during his formative Derry years, seasonal May-October; reviewers call the current gift shop dated with 'nothing really to buy,' which cuts both ways — low current volume, but a shop plausibly eager for fresh, professional Frost merchandise.",,open,,
C,The Frost Place,Robert Frost,Franconia,NH,New England,"The Frost Place, Inc. (town-owned nonprofit museum and poetry center)",Email frost@frostplace.org (verified on site),frost@frostplace.org,603-823-5510,https://frostplace.org/,https://bookshop.org/shop/thefrostplace,"Seasonal museum; temporarily closed for construction starting Aug 10, 2026 (not permanent). Retail is online-only via third-party platforms (bookshop.org affiliate + Bonfire print-on-demand 'Frost Shop') — no physical gift shop verified, so weak wholesale prospect unless they add on-site retail.","Small seasonal White Mountains museum, but with an engaged poetry-community audience and existing print-on-demand merch (Bonfire) — evidence they already sell Frost-themed apparel and might prefer a wholesale line with better margins.",,open,,
C,Robert Frost Stone House Museum at Bennington College,Robert Frost,Shaftsbury,VT,New England,Bennington College,Email frosthouse@bennington.edu (verified on the Bennington College museum page),frosthouse@bennington.edu,(802) 447-6200,https://www.bennington.edu/robert-frost-stone-house-museum/welcoming-visitors,https://robert-frost-stone-house-museum.square.site/,"Buying done by Bennington College museum staff. Open May-Oct (Thu-Mon in season), by appointment in winter. Small gift shop plus a Square online store selling Frost books and Vermont goods.","The house where Frost wrote 'Stopping by Woods on a Snowy Evening,' open May-October on the well-traveled Route 7A heritage corridor; college backing gives it stable administration, and reviewers explicitly wish the small shop had more to buy.",,open,,
C,The Scott & Zelda Fitzgerald Museum,F. Scott Fitzgerald and Zelda Fitzgerald,Montgomery,AL,South,The Scott & Zelda Fitzgerald Museum (nonprofit),Email fitzmuse@gmail.com (verified on site),fitzmuse@gmail.com,(334) 264-4222,https://www.thefitzgeraldmuseum.org/new-page,https://www.thefitzgeraldmuseum.org/online-store,"Open Thu-Sun 10-3 (Wed by appointment), $5 donation admission, runs its own online store plus Airbnb author suites — scrappy small nonprofit that actively merchandises. Gatsby/Jazz Age apparel is a strong fit; small order sizes likely.","The only museum in the world dedicated to the Fitzgeralds — a strong single-author (couple) brand with Gatsby's evergreen pop-culture pull; small nonprofit but open five days a week with an active events program (gala, literary contests).",,open,,
C,Hemingway-Pfeiffer Museum and Educational Center,Ernest Hemingway,Piggott,AR,South,Arkansas State University Heritage Sites,"Email director Dr. Adam Long at adamlong@astate.edu (named contact verified on the A-State site) — a named-person email, the best kind of pitch path",adamlong@astate.edu,870-598-3487,https://www.astate.edu/outreach/history-and-heritage/heritage-sites/hemingway/,,"Run by Arkansas State University Heritage Sites; Museum Store confirmed (west side of the Barn Studio), open Mon-Sat. University purchasing may apply, but the director is the decision-maker to start with.","University-operated heritage site where Hemingway wrote much of A Farewell to Arms; the store already sells author-site t-shirts (proven category) and all tours funnel through it, though remote northeast-Arkansas location keeps volume moderate.",,open,,
C,Marjorie Kinnan Rawlings Historic State Park,Marjorie Kinnan Rawlings,Cross Creek,FL,South,"Florida State Parks; retail supported by Friends of the Marjorie Kinnan Rawlings Farm, Inc. (Citizen Support Organization)","Email MKRawlingsFarm@gmail.com — the Friends of the MKR Farm CSO that handles retail/support (sweep-provided; park itself verified open, grounds daily 9-5, house tours Thu-Sun)",MKRawlingsFarm@gmail.com,352-466-3672,https://www.floridastateparks.org/parks-and-trails/marjorie-kinnan-rawlings-historic-state-park,,"Any retail is run by the Friends of the Marjorie Kinnan Rawlings Farm, Inc. (Citizen Support Organization), not Florida State Parks staff. A dedicated gift shop could not be confirmed on the official park page — expect a very small sales operation; confirm with the Friends group before pitching volume.","Beloved literary pilgrimage site near Gainesville with docent-led farmhouse tours, but retail is modest (book sales, DVDs) — the Friends group is the buyer to approach and order sizes would be small.",,open,,
C,Flannery O'Connor Childhood Home,Flannery O'Connor,Savannah,GA,South,Flannery O'Connor Childhood Home Foundation,Email info@flanneryoconnorhome.org (verified on site),info@flanneryoconnorhome.org,(912) 233-6014,https://www.flanneryoconnorhome.org/,,Open Thu-Sun 10-5 with gift shop open during self-guided tour hours. Small foundation-run house museum in Savannah's tourist core — modest volume but perfectly targeted audience for O'Connor-themed apparel.,"Sits on Lafayette Square in Savannah's heavily walked historic district, so tourist volume far outstrips the museum's small size; the shop already leans into tasteful single-author merchandise, exactly the Arrowhead profile.",,open,,
C,Marietta Gone With The Wind Museum (Historic Brumby Hall),Margaret Mitchell (Gone With the Wind),Marietta,GA,South,City of Marietta (exhibit collection owned by Vicky Lynn Rogers),Email jgiancola@mariettaga.gov (verified on museum site; second contact dkoss@mariettaga.gov; gift shop line 770-794-5576),jgiancola@mariettaga.gov,770-794-5576,https://www.gwtwmarietta.com/,,"Open Tue-Sat 10-4; gift shop confirmed with its own phone line. City of Marietta-run museum (city staff do the buying), exhibiting the Vicky Lynn Rogers GWTW collection. Small but has named, verified email contacts — an easy first pitch.","City-run museum in the Atlanta metro tourist corridor, open Tue–Sat with a staffed gift shop line (the phone listed is the gift shop's) — a professional retail operation that would pair with the already-listed Margaret Mitchell House for a Mitchell/GWTW design line.",,open,,
C,The Little Manse — Erskine Caldwell Birthplace and Museum,Erskine Caldwell,Moreland,GA,South,Town of Moreland,morelandtownhall@bellsouth.net (Town of Moreland runs the museum; town hall open M/W/F 9–1),morelandtownhall@bellsouth.net,770-251-4438 (museum) / 770-251-3428 (town hall),https://www.townofmoreland.com/thelittlemanse,,"Tiny town-operated house museum, visits essentially by arrangement; no hours, gift shop, or buying operation confirmed. Marginal wholesale prospect.","Very small operation (open Thu-Sat, largely by appointment) with limited visitor volume — a low-priority, small-order prospect, but it is a true single-author house museum with retail.",,unverified,,
C,The Wren's Nest,Joel Chandler Harris,Atlanta,GA,South,The Wren's Nest House Museum (nonprofit),Contact form at wrensnest.org/contact (no email published),,(404) 753-7735,https://www.wrensnest.org/contact,https://bookshop.org/shop/thewrensnest,"Small Atlanta nonprofit; open Saturdays 11-3 and by appointment otherwise. Gift shop confirmed ('books, toys, and souvenirs'). Note Joel Chandler Harris legacy requires careful product framing.","Atlanta's oldest house museum and a National Historic Landmark with regular tours, storytelling programs and school groups; established nonprofit with an active web presence and a Bookshop.org storefront, indicating a real retail habit.",,open,,
C,Uncle Remus Museum,Joel Chandler Harris,Eatonton,GA,South,Uncle Remus Museum / Eatonton-Putnam community organization,Phone (706) 485-6856 (no email published on site),,(706) 485-6856,http://www.uncleremusmuseum.org/,,"Open year-round Mon-Sat with posted admission, so operating; no gift shop mentioned on the site and no email — call to confirm retail. Small community-run museum in Eatonton GA. Subject matter is sensitive — vet designs carefully.","Averages ~12,000 visitors a year — real volume for a tiny town — and the shop has a documented following for author-themed gift items, so a Harris/Brer Rabbit tee or tote line fits their existing buying pattern.",,open,,
C,Robert Penn Warren Birthplace Museum,Robert Penn Warren,Guthrie,KY,South,Robert Penn Warren Birthplace Museum (community nonprofit),"rpwbirthplace@gmail.com (supplied; museum asks visitors to call 270-604-7760 ahead, so phone-verify)",rpwbirthplace@gmail.com,270-604-7760,http://www.robertpennwarren.com/,,"Operating on limited hours (Thu–Sat 11:30–3:30, call ahead to ensure a guide). Community-volunteer nonprofit; no gift shop confirmed. Very small prospect.","Small volunteer-run cottage museum with limited hours (Thu-Sat) and free tours — low volume, but America's first Poet Laureate and three-time Pulitzer winner has devoted academic/literary visitors; direct email contact available.",,open,,
C,The Berry Center — The Bookstore at The Berry Center,Wendell Berry,New Castle,KY,South,The Berry Center (nonprofit advancing Wendell Berry's agrarian writings),Email bookstore@berrycenter.org — dedicated bookstore inbox verified on berrycenter.org/contact (phone 502-743-1820),bookstore@berrycenter.org,(502) 743-1820,https://berrycenter.org/contact/,https://berrycenterbookstore.com/,"Nonprofit bookstore devoted to Wendell Berry's agrarian mission, with its own storefront, staff and online store (publishes an annual catalogue). Small but professionally run; Berry-adjacent literary/agrarian gifts are on-theme.","The official single-author retail operation for a living literary icon — open Tue–Fri with tours by appointment and a national catalogue audience; professionally staffed and squarely in the market for Berry-quote tees, totes and literary gifts.",,open,,
C,Beauregard-Keyes House and Garden (BK House),Frances Parkinson Keyes,New Orleans,LA,South,Keyes Foundation / Beauregard House Inc.,Use the contact form at bkhouse.org/contact/ or call 504-523-7257 (no email published on the site),,504-523-7257,https://www.bkhouse.org/contact/,,Open for guided tours 5 days/week; gift shop confirmed (members get a 10% shop discount). Buying by Keyes Foundation house staff — small operation in a high-traffic French Quarter location.,"French Quarter house museum with Mon-Sat hourly tours and steady tourist flow; the author connection (Keyes wrote dozens of bestsellers here and founded the museum) is central to the interpretation, though the shop also covers the Beauregard/Civil War side.",,open,,
C,Ida B. Wells-Barnett Museum,Ida B. Wells-Barnett,Holly Springs,MS,South,"Ida B. Wells-Barnett Museum (nonprofit, Spires Bolling House)",Call 662-252-3232 (no email published; /contact page 404s),,662-252-3232 (museum); 662-579-5747 (tours),https://idabwellsmuseum.org/,,"Tiny nonprofit in the Spires Bolling House; open by appointment (Mon-Fri 10-5, Sat 12-5). No gift shop or email found on the website. Verify a retail operation exists before pitching.","Single-author (journalist/memoirist) birthplace museum with a real store, but tours are largely by appointment, so visitor volume and order size will be small; Wells's rising national profile could still make a small consignment worthwhile.",,open,,
C,Union County Heritage Museum (Faulkner Literary Garden),William Faulkner,New Albany,MS,South,"Union County Heritage Museum (community institution, Union County)",Call 662-538-0014 (no email or contact form published on the site),,662-538-0014,https://ucheritagemuseum.com/,,"Community museum in Faulkner's birthplace town, open Tue-Fri 9-4 and Sat 10-3; gift shop confirmed (members get 10% off at the gift shop). Small county institution — Faulkner product fits, expect modest volumes; they also run the annual Faulkner literary conference.","The museum of Faulkner's birthplace town, with a William Faulkner Literary Garden and the annual William Faulkner Literary Competition drawing a literary audience; a small but genuine Faulkner-anchored shop that pairs naturally with Rowan Oak in Oxford for a Faulkner wholesale line. Open Tue–Sat year-round.",,open,,
C,Thomas Wolfe Memorial State Historic Site,Thomas Wolfe,Asheville,NC,South,North Carolina Historic Sites (NC Dept. of Natural & Cultural Resources),Call (828) 253-8304 (no email or contact form published on wolfememorial.com),,(828) 253-8304,https://wolfememorial.com/,,"Open Tue-Sat 9-5, state-run (NC Dept. of Natural & Cultural Resources). Website mentions no gift shop; the visitor center historically has a small book/gift counter. Buying likely by state site staff, with 'Friends of Thomas Wolfe' as the membership arm — call to identify the actual buyer.",Downtown Asheville location in a major tourist city guarantees steady walk-in traffic; state-run site with a professionally staffed visitor-center shop centered entirely on one author — very close analog to Arrowhead.,,open,,
C,Pat Conroy Literary Center,Pat Conroy,Beaufort,SC,South,Pat Conroy Literary Center Inc. (501(c)(3) nonprofit),Email info@patconroyliterarycenter.org (verified on the center's contact page),info@patconroyliterarycenter.org,843-379-7025,https://patconroyliterarycenter.org/contact/,,"Small 501(c)(3) literary center, open Thu-Sun 12-4 with an on-site gift shop. Buying by center staff (executive director's small team). Strong author-brand fit for Conroy/Lowcountry literary items.","They already retail author-themed tees and hats, so an indie author-tee line is a proven category for them; Beaufort is a Conroy pilgrimage town with strong Lowcountry tourism. Small, volunteer-heavy operation but active and well publicized.",,open,,
C,Alex Haley House Museum & Interpretive Center,Alex Haley,Henning,TN,South,Tennessee Historical Commission (State Historic Site),Email AlexHaleymuseum@bellsouth.net (verified on site),AlexHaleymuseum@bellsouth.net,(731) 738-2240,https://www.alexhaleymuseum.org/,,Operating (active monthly board meetings; funded under agreement with the Tennessee Historical Commission — a state historic site run with a local board). Gift shop not confirmed on the website; confirm retail by phone/email before pitching Roots-themed goods.,State-operated site with a modern interpretive center and a shop that already sells author-themed t-shirts — proven category; draws heritage-tourism bus groups (Roots pilgrimages) despite the small-town location.,,open,,
C,Zane Grey Cabin & Rim Country Museum,Zane Grey,Payson,AZ,West & Southwest,Northern Gila County Historical Society,Phone 928-474-3483 or the contact form at rimcountrymuseum.org (no email published),,928-474-3483,https://www.rimcountrymuseum.org/shop,https://www.rimcountrymuseum.org/shop,"Open Thu 1–4, Fri–Sat 10–4; gift shop with online store already carrying a wide Zane Grey book selection and apparel. Buying by the volunteer Northern Gila County Historical Society.","The shop already sells t-shirts and carries the area's widest Zane Grey selection — a direct opening for Zane Grey-themed tees at the rebuilt cabin of the West's best-selling novelist. Small-town volunteer historical society with limited hours (Thu-Sat), so expect modest order sizes.",,open,,
C,Eugene O'Neill National Historic Site (Tao House),Eugene O'Neill,Danville,CA,West & Southwest,National Park Service; park store run by Western National Parks Association (WNPA),"Western National Parks Association HQ, 520-622-1999 — the buying decision is WNPA's (Tucson merchandising), not the park's",,"520-622-1999 (WNPA HQ, Tucson); 925-838-0249 (site)",https://wnpa.org/explore-parks/eugene-oneill,https://store.wnpa.org (Eugene O'Neill collection),"Park store inside Tao House is run by WNPA, the NPS cooperating association — pitch WNPA merchandising, not NPS. Caveat: site accessible only by reserved guided tour, so foot traffic is tiny; but WNPA buys for 70+ park stores, so a WNPA vendor relationship could scale far beyond this site. Their 'wholesale for booksellers' web page is WNPA selling its own publications, not a vendor intake.","The wholesale buyer here is Western National Parks Association, which stocks stores for ~70 western NPS sites — one vendor relationship could place O'Neill, Muir, and other author-site merch across many parks. Visitation is modest (reservation shuttle access) but the retail operation is fully professional.",,open,,
C,The Steinbeck House & Best Cellar Gift Shop,John Steinbeck,Salinas,CA,West & Southwest,The Valley Guild (volunteer nonprofit),Email admin@steinbeckhouse.net (verified on steinbeckhouse.com contact page),admin@steinbeckhouse.net,(831) 424-2735,https://steinbeckhouse.com/contact-us/,,"Volunteer-run by The Valley Guild; restaurant Tue-Sat 11:30-2, Best Cellar Gift Shop Tue-Sat 11-3 (in the house's cellar). Small volunteer buying operation; Steinbeck-themed gifts are their core stock.","Steinbeck's actual birthplace two blocks from the National Steinbeck Center — visitors do both, so a Steinbeck line could sell at two Salinas shops in one trip. Volunteer-run but long-established (since 1973) with regular retail hours.",,open,,
C,Tor House and Hawk Tower,Robinson Jeffers,Carmel-by-the-Sea,CA,West & Southwest,Robinson Jeffers Tor House Foundation,thf@torhouse.org (verified on site),thf@torhouse.org,831-624-1813,https://www.torhouse.org/contact,,Docent tours bookable via FareHarbor; run by the volunteer Robinson Jeffers Tor House Foundation. No gift shop mentioned on site (they sell some books/Tor House Press titles at tours) — confirm retail exists before pitching.,"Iconic poet's hand-built stone house in high-tourism Carmel; retail is small (tours capped at six people, Saturdays only) so expect boutique-scale orders. Devoted Jeffers following and an annual festival make a niche poet-themed line plausible.",,open,,
C,"Wood River Museum of History and Culture (Hemingway exhibit, The Community Library)",Ernest Hemingway,Ketchum,ID,West & Southwest,The Community Library Association (also steward of the Hemingway House & Preserve),Email regionalhistory@comlib.org (verified on comlib.org),regionalhistory@comlib.org,208-726-8118,https://comlib.org/museum/,,"Run by The Community Library Association (also steward of the Hemingway House & Preserve); free admission, Tue-Sat 10-6. No museum gift shop confirmed on the site — ask whether the library's retail (bookstore/Gold Mine shops) takes gift items before pitching.","The Hemingway House itself is closed to the public, so this museum and its shop are the retail face of Hemingway in Sun Valley — a wealthy resort market with a strong Hemingway identity (festivals, audio walking tour). Shop is small; the well-funded library association behind it is a credible buyer.",,open,,
C,Mabel Dodge Luhan House,"Mabel Dodge Luhan (and her Taos literary circle: D.H. Lawrence, Willa Cather)",Taos,NM,West & Southwest,Mabel Dodge Luhan House (historic inn and retreat center),Website contact form at mabeldodgeluhan.com (site's Wordfence firewall blocked all automated verification — no email/phone could be confirmed; do not trust unverified numbers),,800-846-2235,https://www.mabeldodgeluhan.com/gift-shop/,,"Long-operating historic inn/retreat center with a small on-site gift shop (gift-shop page live on their site, which is aggressively bot-protected). Buyer is the inn's own management. Niche D.H. Lawrence / Cather / Taos-circle angle; small volumes.","A National Historic Landmark inn where the Taos literary colony gathered; the shop is small and book-centric, but it is the only retail tied to the D.H. Lawrence/Taos story now that the Lawrence Ranch itself has no shop. Retreat guests are a bookish, gift-buying audience.",,open,,
C,Mark Twain Museum at the Territorial Enterprise,Mark Twain,Virginia City,NV,West & Southwest,Territorial Enterprise building owners (private),Email steven@marktwainmuseums.com (named contact verified on site; alt steven.territorialenterprise@gmail.com),steven@marktwainmuseums.com,,https://marktwainmuseums.com/,,"Currently under renovation, by-appointment only, reopening planned fall 2026 — not permanently closed. Privately run. Good timing to pitch stock for the reopening, but no gift shop confirmed yet and traffic is small (Virginia City NV tourist strip).","Virginia City is a major Twain pilgrimage stop (he took the name Mark Twain writing for the Territorial Enterprise) with heavy boardwalk tourist traffic, but the building has been under restoration and a Yelp listing shows the museum closed — verify current operation before pitching. If open, a Twain line is an exact profile match.",,open,,
C,National Center for Children's Illustrated Literature (NCCIL),Rotating children's book authors and illustrators,Abilene,TX,West & Southwest,NCCIL (501c3 nonprofit),Email info@nccil.org (verified; kayla@nccil.org handles partnerships if the pitch is a collaboration),info@nccil.org,325-673-4586,https://nccil.org/contact/,,"Open Tue-Sat 10-4, free admission, professionally staffed (7 department emails published) in Abilene, the 'Storybook Capital of America.' No gift shop confirmed on the site — ask before pitching. Rotating illustrator exhibits mean rotating merch needs if they do retail.","Abilene brands itself 'Storybook Capital of America' and the NCCIL anchors that tourism with exhibit-driven retail; not a single-author site, but exhibitions celebrate one illustrator at a time, so literary/storybook-themed gifts fit the shop's rotation model.",,open,,
C,O. Henry Museum,O. Henry (William Sydney Porter),Austin,TX,West & Southwest,City of Austin Parks and Recreation Department,Call 512-974-1398 (City of Austin Parks & Recreation; no email or shop confirmed on the city page),,512-974-1398,https://www.austintexas.gov/o-henry,,"City-run house museum, open Wed-Sun 12-5, free admission; no gift shop mentioned on the official page — weak wholesale prospect unless the city confirms a sales counter. City procurement rules would apply.","Free downtown-Austin house museum with the annual O. Henry Pun-Off drawing crowds, but the shop is tiny ('a couple of book shelves') and city-run — small orders and municipal purchasing friction likely. Worth a low-effort pitch given zero other O. Henry retail in the region.",,open,,
